"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"SD","Cardiac defibrillator implant w/o cardiac cath w/o MCC","39","","10/01/2012","09/30/2013"
"TN","Cardiac defibrillator implant w/o cardiac cath w/o MCC","370","","10/01/2012","09/30/2013"
"TX","Cardiac defibrillator implant w/o cardiac cath w/o MCC","772","","10/01/2012","09/30/2013"
"UT","Cardiac defibrillator implant w/o cardiac cath w/o MCC","78","","10/01/2012","09/30/2013"
"VA","Cardiac defibrillator implant w/o cardiac cath w/o MCC","405","","10/01/2012","09/30/2013"
"VI","Cardiac defibrillator implant w/o cardiac cath w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Cardiac defibrillator implant w/o cardiac cath w/o MCC","26","","10/01/2012","09/30/2013"
"WA","Cardiac defibrillator implant w/o cardiac cath w/o MCC","256","","10/01/2012","09/30/2013"
"WI","Cardiac defibrillator implant w/o cardiac cath w/o MCC","309","","10/01/2012","09/30/2013"
"WV","Cardiac defibrillator implant w/o cardiac cath w/o MCC","124","","10/01/2012","09/30/2013"
"WY","Cardiac defibrillator implant w/o cardiac cath w/o MCC","11","","10/01/2012","09/30/2013"
"AK","Cardiac defibrillator implant w/o cardiac cath w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Cardiac defibrillator implant w/o cardiac cath w MCC","75","","10/01/2012","09/30/2013"
"AR","Cardiac defibrillator implant w/o cardiac cath w MCC","63","","10/01/2012","09/30/2013"
"AZ","Cardiac defibrillator implant w/o cardiac cath w MCC","138","","10/01/2012","09/30/2013"
"CA","Cardiac defibrillator implant w/o cardiac cath w MCC","446","","10/01/2012","09/30/2013"
"CO","Cardiac defibrillator implant w/o cardiac cath w MCC","44","","10/01/2012","09/30/2013"
"CT","Cardiac defibrillator implant w/o cardiac cath w MCC","65","","10/01/2012","09/30/2013"
"DC","Cardiac defibrillator implant w/o cardiac cath w MCC","15","","10/01/2012","09/30/2013"
"DE","Cardiac defibrillator implant w/o cardiac cath w MCC","24","","10/01/2012","09/30/2013"
"FL","Cardiac defibrillator implant w/o cardiac cath w MCC","444","","10/01/2012","09/30/2013"
"GA","Cardiac defibrillator implant w/o cardiac cath w MCC","123","","10/01/2012","09/30/2013"
"HI","Cardiac defibrillator implant w/o cardiac cath w MCC","15","","10/01/2012","09/30/2013"
"IA","Cardiac defibrillator implant w/o cardiac cath w MCC","34","","10/01/2012","09/30/2013"
"ID","Cardiac defibrillator implant w/o cardiac cath w MCC","14","","10/01/2012","09/30/2013"
"IL","Cardiac defibrillator implant w/o cardiac cath w MCC","243","","10/01/2012","09/30/2013"
"IN","Cardiac defibrillator implant w/o cardiac cath w MCC","146","","10/01/2012","09/30/2013"
"KS","Cardiac defibrillator implant w/o cardiac cath w MCC","61","","10/01/2012","09/30/2013"
"KY","Cardiac defibrillator implant w/o cardiac cath w MCC","98","","10/01/2012","09/30/2013"
"LA","Cardiac defibrillator implant w/o cardiac cath w MCC","76","","10/01/2012","09/30/2013"
"MA","Cardiac defibrillator implant w/o cardiac cath w MCC","105","","10/01/2012","09/30/2013"
"MD","Cardiac defibrillator implant w/o cardiac cath w MCC","79","","10/01/2012","09/30/2013"
"ME","Cardiac defibrillator implant w/o cardiac cath w MCC","14","","10/01/2012","09/30/2013"
"MI","Cardiac defibrillator implant w/o cardiac cath w MCC","243","","10/01/2012","09/30/2013"
"MN","Cardiac defibrillator implant w/o cardiac cath w MCC","95","","10/01/2012","09/30/2013"
"MO","Cardiac defibrillator implant w/o cardiac cath w MCC","136","","10/01/2012","09/30/2013"
"MS","Cardiac defibrillator implant w/o cardiac cath w MCC","69","","10/01/2012","09/30/2013"
"MT","Cardiac defibrillator implant w/o cardiac cath w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NC","Cardiac defibrillator implant w/o cardiac cath w MCC","144","","10/01/2012","09/30/2013"
"ND","Cardiac defibrillator implant w/o cardiac cath w MCC","20","","10/01/2012","09/30/2013"
"NE","Cardiac defibrillator implant w/o cardiac cath w MCC","23","","10/01/2012","09/30/2013"
"NH","Cardiac defibrillator implant w/o cardiac cath w MCC","22","","10/01/2012","09/30/2013"
"NJ","Cardiac defibrillator implant w/o cardiac cath w MCC","187","","10/01/2012","09/30/2013"
"NM","Cardiac defibrillator implant w/o cardiac cath w MCC","12","","10/01/2012","09/30/2013"
"NV","Cardiac defibrillator implant w/o cardiac cath w MCC","58","","10/01/2012","09/30/2013"
"NY","Cardiac defibrillator implant w/o cardiac cath w MCC","371","","10/01/2012","09/30/2013"
"OH","Cardiac defibrillator implant w/o cardiac cath w MCC","202","","10/01/2012","09/30/2013"
"OK","Cardiac defibrillator implant w/o cardiac cath w MCC","63","","10/01/2012","09/30/2013"
"OR","Cardiac defibrillator implant w/o cardiac cath w MCC","30","","10/01/2012","09/30/2013"
"PA","Cardiac defibrillator implant w/o cardiac cath w MCC","238","","10/01/2012","09/30/2013"
"PR","Cardiac defibrillator implant w/o cardiac cath w MCC","23","","10/01/2012","09/30/2013"
"RI","Cardiac defibrillator implant w/o cardiac cath w MCC","13","","10/01/2012","09/30/2013"
"SC","Cardiac defibrillator implant w/o cardiac cath w MCC","87","","10/01/2012","09/30/2013"
"SD","Cardiac defibrillator implant w/o cardiac cath w MCC","12","","10/01/2012","09/30/2013"
"TN","Cardiac defibrillator implant w/o cardiac cath w MCC","131","","10/01/2012","09/30/2013"
"TX","Cardiac defibrillator implant w/o cardiac cath w MCC","409","","10/01/2012","09/30/2013"
"UT","Cardiac defibrillator implant w/o cardiac cath w MCC","21","","10/01/2012","09/30/2013"
"VA","Cardiac defibrillator implant w/o cardiac cath w MCC","151","","10/01/2012","09/30/2013"
"VI","Cardiac defibrillator implant w/o cardiac cath w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Cardiac defibrillator implant w/o cardiac cath w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Cardiac defibrillator implant w/o cardiac cath w MCC","78","","10/01/2012","09/30/2013"
"WI","Cardiac defibrillator implant w/o cardiac cath w MCC","65","","10/01/2012","09/30/2013"
"WV","Cardiac defibrillator implant w/o cardiac cath w MCC","62","","10/01/2012","09/30/2013"
"WY","Cardiac defibrillator implant w/o cardiac cath w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","45","","10/01/2012","09/30/2013"
"AR","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","41","","10/01/2012","09/30/2013"
"AZ","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","52","","10/01/2012","09/30/2013"
"CA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","167","","10/01/2012","09/30/2013"
"CO","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","30","","10/01/2012","09/30/2013"
"CT","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","20","","10/01/2012","09/30/2013"
"DC","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"DE","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","12","","10/01/2012","09/30/2013"
"FL","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","242","","10/01/2012","09/30/2013"
"GA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","52","","10/01/2012","09/30/2013"
"HI","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","31","","10/01/2012","09/30/2013"
"ID","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IL","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","123","","10/01/2012","09/30/2013"
"IN","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","77","","10/01/2012","09/30/2013"
"KS","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","38","","10/01/2012","09/30/2013"
"KY","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","46","","10/01/2012","09/30/2013"
"LA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","31","","10/01/2012","09/30/2013"
"MA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","43","","10/01/2012","09/30/2013"
"MD","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","50","","10/01/2012","09/30/2013"
"ME","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","18","","10/01/2012","09/30/2013"
"MI","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","102","","10/01/2012","09/30/2013"
"MN","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","45","","10/01/2012","09/30/2013"
"MO","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","73","","10/01/2012","09/30/2013"
"MS","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","38","","10/01/2012","09/30/2013"
"MT","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","14","","10/01/2012","09/30/2013"
"NC","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","100","","10/01/2012","09/30/2013"
"ND","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","15","","10/01/2012","09/30/2013"
"NE","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","27","","10/01/2012","09/30/2013"
"NH","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","13","","10/01/2012","09/30/2013"
"NJ","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","109","","10/01/2012","09/30/2013"
"NM","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","11","","10/01/2012","09/30/2013"
"NV","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","17","","10/01/2012","09/30/2013"
"NY","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","270","","10/01/2012","09/30/2013"
"OH","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","97","","10/01/2012","09/30/2013"
"OK","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","20","","10/01/2012","09/30/2013"
"OR","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","23","","10/01/2012","09/30/2013"
"PA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","141","","10/01/2012","09/30/2013"
"PR","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","16","","10/01/2012","09/30/2013"
"RI","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"SC","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","58","","10/01/2012","09/30/2013"
"SD","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"TN","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","67","","10/01/2012","09/30/2013"
"TX","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","169","","10/01/2012","09/30/2013"
"UT","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","72","","10/01/2012","09/30/2013"
"VT","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","38","","10/01/2012","09/30/2013"
"WI","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","56","","10/01/2012","09/30/2013"
"WV","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","26","","10/01/2012","09/30/2013"
"WY","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","42","","10/01/2012","09/30/2013"
"AR","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","23","","10/01/2012","09/30/2013"
"AZ","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","57","","10/01/2012","09/30/2013"
"CA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","180","","10/01/2012","09/30/2013"
"CO","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","31","","10/01/2012","09/30/2013"
"CT","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","28","","10/01/2012","09/30/2013"
"DC","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"DE","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"FL","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","163","","10/01/2012","09/30/2013"
"GA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","40","","10/01/2012","09/30/2013"
"HI","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","27","","10/01/2012","09/30/2013"
"ID","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IL","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","131","","10/01/2012","09/30/2013"
"IN","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","75","","10/01/2012","09/30/2013"
"KS","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","29","","10/01/2012","09/30/2013"
"KY","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","26","","10/01/2012","09/30/2013"
"LA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","38","","10/01/2012","09/30/2013"
"MA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","63","","10/01/2012","09/30/2013"
"MD","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","31","","10/01/2012","09/30/2013"
"ME","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","12","","10/01/2012","09/30/2013"
"MI","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","112","","10/01/2012","09/30/2013"
"MN","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","65","","10/01/2012","09/30/2013"
"MO","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","59","","10/01/2012","09/30/2013"
"MS","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","26","","10/01/2012","09/30/2013"
"MT","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NC","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","99","","10/01/2012","09/30/2013"
"ND","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NE","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","18","","10/01/2012","09/30/2013"
"NH","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","14","","10/01/2012","09/30/2013"
"NJ","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","66","","10/01/2012","09/30/2013"
"NM","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NV","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","23","","10/01/2012","09/30/2013"
"NY","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","146","","10/01/2012","09/30/2013"
"OH","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","95","","10/01/2012","09/30/2013"
"OK","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","27","","10/01/2012","09/30/2013"
"OR","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","20","","10/01/2012","09/30/2013"
"PA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","114","","10/01/2012","09/30/2013"
