Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"450104","GUADALUPE REGIONAL MEDICAL CENTER","1215 E COURT ST","Seguin","TX","78155","GUADALUPE","1.093630","0 out of 10","0 out of 9","0 out of 10"
"120014","WILCOX MEMORIAL HOSPITAL","3-3420 KUHIO HIGHWAY","Lihue","HI","96766-1098","KAUAI","0.859060","8 out of 10","0 out of 9","8 out of 10"
"200025","PARKVIEW ADVENTIST MEDICAL CENTER","329 MAIN ST","Brunswick","ME","04011","CUMBERLAND","0.981772","1 out of 10","0 out of 9","1 out of 10"
"050069","ST JOSEPH HOSPITAL","1100 WEST STEWART DR","Orange","CA","92868","ORANGE","1.023561","0 out of 10","0 out of 9","0 out of 10"
"360143","MARYMOUNT HOSPITAL","12300 MCCRACKEN ROAD","Garfield Heights","OH","44125","CUYAHOGA","1.017182","0 out of 10","0 out of 9","0 out of 10"
"260095","CENTERPOINT MEDICAL CENTER","19600 EAST 39TH STREET","Independence","MO","64057-2301","JACKSON","1.009498","0 out of 10","0 out of 9","0 out of 10"
"100107","LEHIGH REGIONAL MEDICAL CENTER","1500 LEE BLVD","Lehigh Acres","FL","33936","LEE","1.095944","0 out of 10","0 out of 9","0 out of 10"
"450771","TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO","6200 W PARKER RD","Plano","TX","75093","COLLIN","1.083285","0 out of 10","0 out of 9","0 out of 10"
"100001","UF HEALTH JACKSONVILLE","655 W 8TH ST","Jacksonville","FL","32209","DUVAL","1.023493","0 out of 10","0 out of 9","0 out of 10"
"360123","ST JOHN MEDICAL CENTER","29000 CENTER RIDGE ROAD","Westlake","OH","44145","CUYAHOGA","0.997543","0 out of 10","0 out of 9","0 out of 10"
"340070","ALAMANCE REGIONAL MEDICAL CENTER","1240 HUFFMAN MILL RD","Burlington","NC","27216","ALAMANCE","0.922853","4 out of 10","0 out of 9","4 out of 10"
"450766","UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY","5151 HARRY HINES BLVD","Dallas","TX","75235","DALLAS","0.980254","1 out of 10","0 out of 9","1 out of 10"
"330249","COMMUNITY MEMORIAL HOSPITAL, INC","150 BROAD STREET","Hamilton","NY","13346","MADISON","0.833803","9 out of 10","7 out of 9","9 out of 10"
"340145","CAROLINAS HEALTHCARE SYSTEM LINCOLN","433 MCALISTER RD","Lincolnton","NC","28092","LINCOLN","0.968268","1 out of 10","2 out of 9","2 out of 10"
"230133","OTSEGO MEMORIAL HOSPITAL","825 N CENTER AVE","Gaylord","MI","49735","OTSEGO","0.879375","7 out of 10","4 out of 9","7 out of 10"
"160147","GRINNELL REGIONAL MEDICAL CENTER","210 FOURTH AVENUE","Grinnell","IA","50112","POWESHIEK","0.878135","7 out of 10","0 out of 9","7 out of 10"
"050118","DOCTORS HOSPITAL OF MANTECA","1205 E NORTH ST","Manteca","CA","95336","SAN JOAQUIN","0.992791","0 out of 10","0 out of 9","0 out of 10"
"280032","MARY LANNING HEALTHCARE","715 N ST JOSEPH AVE","Hastings","NE","68901","ADAMS","1.045297","0 out of 10","0 out of 9","0 out of 10"
"060015","CENTURA HEALTH-ST ANTHONY HOSPITAL","11600 WEST 2ND PLACE","Lakewood","CO","80228","JEFFERSON","1.028575","0 out of 10","0 out of 9","0 out of 10"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","Fort Payne","AL","35968","DE KALB","1.009458","0 out of 10","1 out of 9","1 out of 10"
"170183","KANSAS SURGERY & RECOVERY CENTER","2770 NORTH WEBB ROAD","Wichita","KS","67226","SEDGWICK","0.851355","8 out of 10","0 out of 9","8 out of 10"
"050350","BEVERLY HOSPITAL","309 W BEVERLY BLVD","Montebello","CA","90640","LOS ANGELES","1.097372","0 out of 10","0 out of 9","0 out of 10"
"330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","255 LAFAYETTE AVENUE","Suffern","NY","10901","ROCKLAND","1.056552","0 out of 10","0 out of 9","0 out of 10"
"140167","IROQUOIS MEMORIAL HOSPITAL","200 FAIRMAN STREET","Watseka","IL","60970","IROQUOIS","0.944400","3 out of 10","0 out of 9","3 out of 10"
"220083","BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM","148 CHESTNUT STREET","Needham","MA","02494","NORFOLK","0.966767","2 out of 10","3 out of 9","3 out of 10"
"050496","JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS","2540 EAST ST","Concord","CA","94520","CONTRA COSTA","0.974286","1 out of 10","2 out of 9","2 out of 10"
"330175","CORTLAND REGIONAL MEDICAL CENTER, INC","134 HOMER AVENUE","Cortland","NY","13045","CORTLAND","0.865097","7 out of 10","5 out of 9","7 out of 10"
"460004","MCKAY DEE HOSPITAL","4401 HARRISON BOULEVARD","Ogden","UT","84403","WEBER","0.954526","2 out of 10","0 out of 9","2 out of 10"
"450271","WISE REGIONAL HEALTH SYSTEM","609 MEDICAL CENTER DRIVE","Decatur","TX","76234","WISE","1.056308","0 out of 10","0 out of 9","0 out of 10"
"260175","GOLDEN VALLEY MEMORIAL HOSPITAL","1600 N 2ND ST","Clinton","MO","64735-1192","HENRY","0.929472","4 out of 10","0 out of 9","4 out of 10"
"360041","PARMA COMMUNITY GENERAL HOSPITAL","7007 POWERS BOULEVARD","Parma","OH","44129","CUYAHOGA","1.102485","0 out of 10","0 out of 9","0 out of 10"
"050690","KAISER FOUNDATION HOSPITAL-SANTA ROSA","401 BICENTENNIAL WAY","Santa Rosa","CA","95403","SONOMA","0.919427","4 out of 10","0 out of 9","4 out of 10"
"050708","FRESNO SURGICAL HOSPITAL","6125 NORTH FRESNO ST","Fresno","CA","93710","FRESNO","0.870060","7 out of 10","0 out of 9","7 out of 10"
"060124","ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS","11650 W 2ND PLACE","Lakewood","CO","80228","JEFFERSON","0.886848","6 out of 10","3 out of 9","6 out of 10"
"060113","CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL","7700 S BROADWAY","Littleton","CO","80122","ARAPAHOE","1.030192","0 out of 10","0 out of 9","0 out of 10"
"510030","DAVIS MEMORIAL HOSPITAL","PO BOX 1484","Elkins","WV","26241","RANDOLPH","0.852999","8 out of 10","4 out of 9","8 out of 10"
"390100","LANCASTER GENERAL HOSPITAL","555 NORTH DUKE STREET","Lancaster","PA","17602","LANCASTER","0.981043","1 out of 10","0 out of 9","1 out of 10"
"460039","BEAR RIVER VALLEY HOSPITAL","905 NORTH 1000 WEST","Tremonton","UT","84337","BOX ELDER","0.864132","7 out of 10","6 out of 9","7 out of 10"
"320065","LEA REGIONAL MEDICAL CENTER","5419 N LOVINGTON HIGHWAY","Hobbs","NM","88240","LEA","0.884097","6 out of 10","4 out of 9","6 out of 10"
"310112","BAYSHORE COMMUNITY HOSPITAL","727 N BEERS ST","Holmdel","NJ","07733","MONMOUTH","1.103719","0 out of 10","0 out of 9","0 out of 10"
"360195","SUMMA WADSWORTH-RITTMAN HOSPITAL","195 WADSWORTH ROAD","Wadsworth","OH","44281","MEDINA","1.056046","0 out of 10","0 out of 9","0 out of 10"
"180004","MUHLENBERG COMMUNITY HOSPITAL","440 HOPKINSVILLE STREET","Greenville","KY","42345","MUHLENBERG","0.924748","4 out of 10","0 out of 9","4 out of 10"
"330047","ST MARY'S HOSPITAL AT AMSTERDAM","427 GUY PARK AVENUE","Amsterdam","NY","12010","MONTGOMERY","0.918036","4 out of 10","0 out of 9","4 out of 10"
"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","17800 S KEDZIE AVE","Hazel Crest","IL","60429","COOK","1.026452","0 out of 10","0 out of 9","0 out of 10"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","Sanford","NC","27330","LEE","0.925789","4 out of 10","0 out of 9","4 out of 10"
"340114","REX HOSPITAL","4420 LAKE BOONE TRAIL","Raleigh","NC","27607","WAKE","0.948307","3 out of 10","0 out of 9","3 out of 10"
"260004","COOPER COUNTY MEMORIAL HOSPITAL","17651 B HWY","Boonville","MO","65233-2839","COOPER","1.004476","0 out of 10","0 out of 9","0 out of 10"
"330386","CATSKILL REGIONAL MEDICAL CENTER","68 HARRIS BUSHVILLE ROAD","Harris","NY","12742","SULLIVAN","1.022795","0 out of 10","0 out of 9","0 out of 10"
"450749","EAST TEXAS MEDICAL CENTER TRINITY","317 PROSPECT DR/PO BOX 3169","Trinity","TX","75862","TRINITY","1.397536","0 out of 10","0 out of 9","0 out of 10"
"240057","ABBOTT NORTHWESTERN HOSPITAL","800 EAST 28TH STREET","Minneapolis","MN","55407","HENNEPIN","0.935554","3 out of 10","0 out of 9","3 out of 10"
"200021","MID COAST HOSPITAL","123 MEDICAL CENTER DRIVE","Brunswick","ME","04011","CUMBERLAND","0.922530","4 out of 10","0 out of 9","4 out of 10"
"320003","ALTA VISTA REGIONAL HOSPITAL","104 LEGION DRIVE","Las Vegas","NM","87701","SAN MIGUEL","0.845119","8 out of 10","6 out of 9","8 out of 10"
"330101","NEW YORK-PRESBYTERIAN HOSPITAL","525 EAST 68TH STREET","New York","NY","10021","NEW YORK","0.961497","2 out of 10","0 out of 9","2 out of 10"
"300029","PORTSMOUTH REGIONAL HOSPITAL","333 BORTHWICK AVE","Portsmouth","NH","03801","ROCKINGHAM","1.059823","0 out of 10","0 out of 9","0 out of 10"
"520051","COLUMBIA ST MARYS HOSPITAL MILWAUKEE","2323 N LAKE DR","Milwaukee","WI","53211","MILWAUKEE","0.998667","0 out of 10","0 out of 9","0 out of 10"
"530033","MOUNTAIN VIEW REGIONAL HOSPITAL","6550 EAST 2ND STREET","Casper","WY","82605","NATRONA","1.007706","0 out of 10","0 out of 9","0 out of 10"
"050030","OROVILLE HOSPITAL","2767 OLIVE HIGHWAY","Oroville","CA","95966","BUTTE","0.846082","8 out of 10","6 out of 9","8 out of 10"
"450431","ST DAVID'S MEDICAL CENTER","919 E 32ND ST","Austin","TX","78705","TRAVIS","1.027926","0 out of 10","0 out of 9","0 out of 10"
"440001","UNICOI COUNTY MEMORIAL HOSPITAL","GREENWAY CIRCLE","Erwin","TN","37650","UNICOI","1.000097","0 out of 10","0 out of 9","0 out of 10"
"450196","PARIS REGIONAL MEDICAL CENTER","820 CLARKSVILLE ST","Paris","TX","75460","LAMAR","1.035171","0 out of 10","1 out of 9","1 out of 10"
"010035","CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","Cullman","AL","35058","CULLMAN","0.967876","1 out of 10","1 out of 9","1 out of 10"
"420085","GRAND STRAND REGIONAL MEDICAL CENTER","809 82ND PARKWAY","Myrtle Beach","SC","29572","HORRY","0.986125","0 out of 10","0 out of 9","0 out of 10"
"430090","SIOUX FALLS SPECIALTY HOSPITAL LLP","910 EAST 20TH STREET","Sioux Falls","SD","571051012","MINNEHAHA","0.857501","8 out of 10","0 out of 9","8 out of 10"
"230208","CARSON CITY HOSPITAL","406 EAST ELM ST","Carson City","MI","48811","MONTCALM","0.950047","2 out of 10","2 out of 9","2 out of 10"
"090005","SIBLEY MEMORIAL HOSPITAL","5255 LOUGHBORO RD NW","Washington","DC","20016","DISTRICT OF COLUMBIA","0.952930","2 out of 10","0 out of 9","2 out of 10"
"190060","LAKE CHARLES MEMORIAL HOSPITAL","1701 OAK PARK BLVD","Lake Charles","LA","70601","CALCASIEU","0.970857","1 out of 10","2 out of 9","2 out of 10"
"070006","STAMFORD HOSPITAL","30 SHELBURNE ROAD","Stamford","CT","06904","FAIRFIELD","1.051275","0 out of 10","0 out of 9","0 out of 10"
"060022","UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL","1400 E BOULDER ST","Colorado Springs","CO","80909","EL PASO","1.029006","0 out of 10","0 out of 9","0 out of 10"
"140197","METHODIST HOSPITAL OF CHICAGO","5025 N PAULINA STREET","Chicago","IL","60640","COOK","0.970424","1 out of 10","1 out of 9","1 out of 10"
"190144","MINDEN MEDICAL CENTER","NO 1 MEDICAL PLAZA","Minden","LA","71055","WEBSTER","1.082605","0 out of 10","0 out of 9","0 out of 10"
"100180","ST PETERSBURG GENERAL HOSPITAL","6500 38TH AVE N","Saint Petersburg","FL","33710","PINELLAS","1.058838","0 out of 10","1 out of 9","1 out of 10"
"100156","LAKE CITY MEDICAL CENTER","340 NW COMMERCE DR","Lake City","FL","32055","COLUMBIA","1.045366","0 out of 10","1 out of 9","1 out of 10"
"190259","LAFAYETTE SURGICAL SPECIALTY HOSPITAL","1101 KALISTE SALOOM RD","Lafayette","LA","70508","LAFAYETTE","1.031832","0 out of 10","0 out of 9","0 out of 10"
"450147","DETAR HOSPITAL NAVARRO","506 E SAN ANTONIO ST","Victoria","TX","77902","VICTORIA","1.043199","0 out of 10","0 out of 9","0 out of 10"
"390123","POTTSTOWN MEMORIAL MEDICAL CENTER","1600 EAST HIGH STREET AND ARMAND HAMMER BLVD","Pottstown","PA","19464","MONTGOMERY","1.068133","0 out of 10","1 out of 9","1 out of 10"
"450108","CONNALLY MEMORIAL MEDICAL CENTER","499 10TH STREET","Floresville","TX","78114","WILSON","0.982935","1 out of 10","1 out of 9","1 out of 10"
"450090","NORTH TEXAS MEDICAL CENTER","1900 HOSPITAL BLVD","Gainesville","TX","76240","COOKE","1.001016","0 out of 10","4 out of 9","4 out of 10"
"050115","PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY","Escondido","CA","92025","SAN DIEGO","0.996013","0 out of 10","1 out of 9","1 out of 10"
"380090","BAY AREA HOSPITAL","1775 THOMPSON ROAD","Coos Bay","OR","97420","COOS","0.914558","5 out of 10","4 out of 9","5 out of 10"
"050008","CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP","601 DUBOCE AVE","San Francisco","CA","94117","SAN FRANCISCO","0.991415","0 out of 10","0 out of 9","0 out of 10"
"240002","ESSENTIA HEALTH ST MARY'S MEDICAL CENTER","407 EAST THIRD STREET","Duluth","MN","55805","ST. LOUIS","0.954132","2 out of 10","2 out of 9","2 out of 10"
"260119","POPLAR BLUFF REGIONAL MEDICAL CENTER","3100 OAK GROVE ROAD","Poplar Bluff","MO","63901","BUTLER","0.935867","3 out of 10","4 out of 9","4 out of 10"
"030089","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","Glendale","AZ","853064696","MARICOPA","0.998203","0 out of 10","0 out of 9","0 out of 10"
"180036","OUR LADY OF BELLEFONTE HOSPITAL","1000 SAINT CHRISTOPHER DRIVE","Ashland","KY","41101","BOYD","0.913346","5 out of 10","3 out of 9","5 out of 10"
"100175","DESOTO MEMORIAL HOSPITAL","900 N ROBERT AVE","Arcadia","FL","34265","DE SOTO","0.973450","1 out of 10","3 out of 9","3 out of 10"
"360259","BAY PARK COMMUNITY HOSPITAL","2801 BAY PARK DRIVE","Oregon","OH","43616","LUCAS","1.055897","0 out of 10","0 out of 9","0 out of 10"
"100232","PUTNAM COMMUNITY MEDICAL CENTER","611 ZEAGLER DR","Palatka","FL","32177","PUTNAM","1.038177","0 out of 10","1 out of 9","1 out of 10"
"440161","TRISTAR CENTENNIAL MEDICAL CENTER","2300 PATTERSON STREET","Nashville","TN","37203","DAVIDSON","1.032941","0 out of 10","0 out of 9","0 out of 10"
"460049","THE ORTHOPEDIC SPECIALTY HOSPITAL","5848 SOUTH 300 EAST","Murray","UT","84107","SALT LAKE","1.000351","0 out of 10","0 out of 9","0 out of 10"
"500053","KENNEWICK GENERAL HOSPITAL","900 SOUTH AUBURN STREET","Kennewick","WA","99336","BENTON","0.936284","3 out of 10","0 out of 9","3 out of 10"
"330024","MOUNT SINAI HOSPITAL","ONE GUSTAVE L LEVY PLACE","New York","NY","10029","NEW YORK","0.975573","1 out of 10","0 out of 9","1 out of 10"
"450678","DOCTORS HOSPITAL","9440 POPPY DR","Dallas","TX","75218","DALLAS","1.100310","0 out of 10","1 out of 9","1 out of 10"
"310073","JERSEY SHORE UNIVERSITY MEDICAL CENTER","1945 RTE 33","Neptune","NJ","077540397","MONMOUTH","1.085717","0 out of 10","0 out of 9","0 out of 10"
"450716","CYPRESS FAIRBANKS MEDICAL CENTER","10655 STEEPLETOP DRIVE","Houston","TX","77065","HARRIS","1.121995","0 out of 10","1 out of 9","1 out of 10"
"450537","METHODIST RICHARDSON MEDICAL CENTER","2831 E PRESIDENT GEORGE BUSH HIGHWAY","Richardson","TX","75080","DALLAS","1.182200","0 out of 10","0 out of 9","0 out of 10"
"010157","SHOALS HOSPITAL","201 WEST AVALON AVENUE","Muscle Shoals","AL","35661","COLBERT","1.009956","0 out of 10","2 out of 9","2 out of 10"
"030036","CHANDLER REGIONAL MEDICAL CENTER","1955 WEST FRYE ROAD","Chandler","AZ","85224","MARICOPA","0.968660","1 out of 10","0 out of 9","1 out of 10"
"190034","ABBEVILLE GENERAL HOSPITAL","118 N HOSPITAL DR","Abbeville","LA","70510","VERMILION","1.049876","0 out of 10","1 out of 9","1 out of 10"
"050516","MERCY SAN JUAN MEDICAL CENTER","6501 COYLE AVE","Carmichael","CA","95608","SACRAMENTO","0.930506","4 out of 10","1 out of 9","4 out of 10"
"330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","75 NORTH COUNTRY ROAD","Port Jefferson","NY","11777","SUFFOLK","1.033992","0 out of 10","0 out of 9","0 out of 10"
"190303","CYPRESS POINTE SURGICAL HOSPITAL","42570 SOUTH AIRPORT RD","Hammond","LA","70403","TANGIPAHOA","1.278299","0 out of 10","0 out of 9","0 out of 10"
"110008","NORTHSIDE HOSPITAL CHEROKEE","201 HOSPITAL ROAD","Canton","GA","30114","CHEROKEE","1.000576","0 out of 10","2 out of 9","2 out of 10"
"110129","ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY","Columbus","GA","31995","MUSCOGEE","1.008695","0 out of 10","0 out of 9","0 out of 10"
"030007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","Cottonwood","AZ","863264124","YAVAPAI","0.953019","2 out of 10","0 out of 9","2 out of 10"
"460057","PARK CITY MEDICAL CENTER","900 ROUND VALLEY DRIVE","Park City","UT","84060","SUMMIT","1.009481","0 out of 10","0 out of 9","0 out of 10"
"490111","WYTHE COUNTY COMMUNITY HOSPITAL","600 WEST RIDGE ROAD","Wytheville","VA","24382","WYTHE","0.976122","1 out of 10","0 out of 9","1 out of 10"
"330164","HIGHLAND HOSPITAL","1000 SOUTH AVENUE","Rochester","NY","14620","MONROE","0.891551","6 out of 10","1 out of 9","6 out of 10"
"050018","PACIFIC ALLIANCE MEDICAL CENTER","531 W COLLEGE ST","Los Angeles","CA","90012","LOS ANGELES","1.044590","0 out of 10","0 out of 9","0 out of 10"
"050084","ST JOSEPHS MEDICAL CENTER OF STOCKTON","1800 N CALIFORNIA ST","Stockton","CA","95204","SAN JOAQUIN","1.011220","0 out of 10","0 out of 9","0 out of 10"
"050744","WESTERN MEDICAL CENTER HOSP ANAHEIM","1025 S ANAHEIM BLVD","Anaheim","CA","92805","ORANGE","1.087716","0 out of 10","2 out of 9","2 out of 10"
"390002","UPMC MCKEESPORT","1500 FIFTH AVENUE","Mc Keesport","PA","15132","ALLEGHENY","1.059522","0 out of 10","0 out of 9","0 out of 10"
"450010","UNITED REGIONAL HEALTH CARE SYSTEM","1600 11TH STREET","Wichita Falls","TX","76301","WICHITA","1.078202","0 out of 10","0 out of 9","0 out of 10"
"050103","WHITE MEMORIAL MEDICAL CENTER","1720 E CESAR AVENUE","Los Angeles","CA","900332462","LOS ANGELES","1.036204","0 out of 10","1 out of 9","1 out of 10"
"310096","SAINT MICHAEL'S MEDICAL CENTER, INC","111 CENTRAL AVENUE","Newark","NJ","07102","ESSEX","1.090711","0 out of 10","0 out of 9","0 out of 10"
"440030","MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION","908 W 4TH NORTH ST","Morristown","TN","37814","HAMBLEN","1.018005","0 out of 10","0 out of 9","0 out of 10"
"420027","ANMED HEALTH","800 N FANT ST","Anderson","SC","29621","ANDERSON","1.072076","0 out of 10","0 out of 9","0 out of 10"
"140280","TRINITY ROCK ISLAND","2701 17TH ST","Rock Island","IL","61201","ROCK ISLAND","0.978499","1 out of 10","0 out of 9","1 out of 10"
"360009","LIMA MEMORIAL HEALTH SYSTEM","1001 BELLEFONTAINE AVENUE","Lima","OH","45804","ALLEN","1.002714","0 out of 10","0 out of 9","0 out of 10"
"050701","SOUTHWEST HEALTHCARE SYSTEM","25500 MEDICAL CENTER DRIVE","Murrieta","CA","92562","RIVERSIDE","0.963205","2 out of 10","1 out of 9","2 out of 10"
"240166","MAYO CLINIC HEALTH SYSTEM - FAIRMONT","800 MEDICAL CENTER DRIVE, PO BOX 800","Fairmont","MN","56031","MARTIN","0.830366","9 out of 10","0 out of 9","9 out of 10"
"050534","JOHN F KENNEDY MEMORIAL HOSPITAL","47111 MONROE STREET","Indio","CA","92201","RIVERSIDE","0.976839","1 out of 10","0 out of 9","1 out of 10"
"050726","STANISLAUS SURGICAL HOSPITAL","1421 OAKDALE ROAD","Modesto","CA","95355","STANISLAUS","0.916116","4 out of 10","0 out of 9","4 out of 10"
"140101","MORRIS HOSPITAL & HEALTHCARE CENTERS","150 W HIGH ST","Morris","IL","60450","GRUNDY","0.990731","0 out of 10","3 out of 9","3 out of 10"
"520011","LAKEVIEW MEDICAL CENTER","1700 WEST STOUT STREET","Rice Lake","WI","54868","BARRON","0.955896","2 out of 10","0 out of 9","2 out of 10"
"390009","SAINT VINCENT HOSPITAL","232 WEST 25TH STREET","Erie","PA","16544","ERIE","1.004075","0 out of 10","0 out of 9","0 out of 10"
"450775","KINGWOOD MEDICAL CENTER","22999 US HWY 59","Kingwood","TX","77339","HARRIS","1.092500","0 out of 10","1 out of 9","1 out of 10"
"010097","ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE","Wetumpka","AL","36092","ELMORE","1.160677","0 out of 10","0 out of 9","0 out of 10"
"360036","WOOSTER COMMUNITY HOSPITAL","1761 BEALL AVENUE","Wooster","OH","44691","WAYNE","0.920122","4 out of 10","2 out of 9","4 out of 10"
"370199","LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE","11200 NORTH PORTLAND AVENUE","Oklahoma City","OK","73120","OKLAHOMA","0.781108","Not Available","Not Available","Not Available"
"360362","TRIHEALTH EVENDALE HOSPITAL","3155 GLENDALE MILFORD ROAD","Cincinnati","OH","45241","HAMILTON","0.928430","4 out of 10","Not Available","4 out of 10"
"520063","ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND","3200 PLEASANT VALLEY ROAD","West Bend","WI","53005","WASHINGTON","0.914881","4 out of 10","4 out of 9","4 out of 10"
"300011","ST JOSEPH HOSPITAL","172 KINSLEY ST","Nashua","NH","03060","HILLSBOROUGH","1.049145","0 out of 10","0 out of 9","0 out of 10"
"230239","CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","500 OSBORN BLVD","Sault Ste Marie","MI","49783","CHIPPEWA","0.892231","6 out of 10","0 out of 9","6 out of 10"
"260186","LAKE REGIONAL HEALTH SYSTEM","54 HOSPITAL DRIVE","Osage Beach","MO","65065-3050","CAMDEN","0.903166","5 out of 10","4 out of 9","5 out of 10"
"240066","LAKEVIEW MEMORIAL HOSPITAL","927 WEST CHURCHILL STREET","Stillwater","MN","55082","WASHINGTON","0.843809","9 out of 10","6 out of 9","9 out of 10"
"340039","IREDELL MEMORIAL HOSPITAL INC","557 BROOKDALE DR  P O BOX 1828","Statesville","NC","28677","IREDELL","0.921122","4 out of 10","1 out of 9","4 out of 10"
